VENDOR_NAME,CHECK_NUMBER,CHECK_DATE,CHECK_AMOUNT,INVOICE_NUM,INVOICE_DESCRIPTION,DIST_AMOUNT,DISTDESCRIPTION,FUND,FUND_DESCRIPTION,COST_CENTER,COST_DESCRIPTION,ACCOUNT,ACCOUNT_DESCRIPTION,TYPE_OF_DISBUSEMENT
Annette McFarland,664395,05/19/2015,71.43,TRVR-1501372,Travel Reimbursement May 5/6-7/15,26.14,Travel Reimbursement May 5/6-7/15,809,Waste Water Operating Fund,99001,DPU Administration,71014,Employee Appreciation Events And Awards,CHECK
PLEASANTS HARDWARE INC,665073,05/27/2015,820.57,264894/7,cust# 60724,35.46,KITCHEN BAG HEFoot13GPoundox85,100,General Fund,3005,Parks&Rec-James River Par,72154,Small Tools,CHECK
Miscellaneous Vendor,661558,05/06/2015,8.09,1437234214-2544311,PP 2014 194207,8.09,PP 2014 194207,100,General Fund,2510,Finance-City Wide Reven,41203,Pp Tax Delinquent,CHECK
ALLIED BARTON SECURITY SERVICE,666066,05/28/2015,39273.41,6054351,CUST# 87760,121.10,Security Officer,904,Electric Operating Fund,90002,Operations Support,70551,Security/Monitoring Services,CHECK
ABSOLUTE PEST SOLUTIONS LLC,664525,05/20/2015,225.00,32275,ENGINE # 15,25.00,Pest control services for all locations,100,General Fund,2902,DPW-Gen Svcs-Facili,70216,Pest Control Services,CHECK
Miscellaneous Vendor,661104,05/06/2015,5.75,1334040613-2543511,PP 2013 68381,5.75,PP 2013 68381,100,General Fund,2510,Finance-City Wide Reven,41203,Pp Tax Delinquent,CHECK
MARTIN  MARIETTA AGGREGATES,663815,05/15/2015,11404.89,15072756,CUST# 471030,696.55,crushed stones aggregate base course,809,Waste Water Operating Fund,93002,Wastewater Maintenance,76120,Paving,CHECK
HOMEMADES BY SUZANNE INC,660160,05/04/2015,261.46,122615,LLUNCHES,92.13,DEPUTY DIRECTOR INTERVIEWS LUNCH,100,General Fund,1205,HR-Classification,70161,Management Services,CHECK
R AND R OFFICE SUPPLY,662326,05/11/2015,7051.72,0454620-001,ACCT# CRPA01-0,36.09,Rectangular table covers are designed to fit standard-size cafeteria and conference tables. Each table cover is made of plastic.,100,General Fund,2714,Social Ser-Family Stabiliz,71012,Office Supplies And Stationary,CHECK
Miscellaneous Vendor,661705,05/06/2015,6.70,1333628913-2543464,PP 2013 64245,3.25,PP 2013 64245,100,General Fund,2510,Finance-City Wide Reven,42201,Automobile License Curr,CHECK
BUNKIE TRINITE TROPHIES,664962,05/26/2015,879.70,67242,2014 AWARDS FOR MAJOR CRIMES DIVISION,66.00,Logo Engraved Body Outline,100,General Fund,4104,Police-Support Service,71012,Office Supplies And Stationary,CHECK
PLEASANTS HARDWARE INC,662234,05/08/2015,1389.92,254021/7,Cust# 60724,87.28,GLOVES LINED GRAIN PIGSKIN XL,100,General Fund,3005,Parks&Rec-James River Par,71011,Uniforms & Safty Supplies-Employee,CHECK
OLD DOMINION TRACTOR AND,665982,05/28/2015,138.70,273837,ACCT # 0001045,138.70,Old Dominion Tractor-parts purchase,100,General Fund,2905,DPW-Grounds Mainten,72153,"Equipment (Less Than 5,000)",CHECK
BENCHMARK VA LLC SUBSURFACE UTILITY SERVICES,127077,05/04/2015,53810.85,15041508,TICKETS FOR COR103 (CRI GAS),1183.26,RFP/Non-Professional Services/DPU/Underground Utility Locating/11193-3,807,Gas Operating Fund,94002,Natural Gas Distribution and Construction,76113,Miscellaneous Utility Services,EFT
ROBERT HALF INTERNATIONAL,660227,05/04/2015,718.40,42894892,K.DAVIS -W/E 04/24/15,20.44,"Administrative Secretary - Provides secretarial support for one or more professional, administrative and/or managerial employees.  Types letters, memoranda and forms from rough notes or handwritten drafts.  Maintains logs/records, calendars",807,Gas Operating Fund,94002,Natural Gas Distribution and Construction,70552,Contract And Temporary Personnel Services,CHECK
ROBERT HALF INTERNATIONAL,660227,05/04/2015,718.40,42894892,K.DAVIS -W/E 04/24/15,20.44,"Administrative Secretary - Provides secretarial support for one or more professional, administrative and/or managerial employees.  Types letters, memoranda and forms from rough notes or handwritten drafts.  Maintains logs/records, calendars",807,Gas Operating Fund,94002,Natural Gas Distribution and Construction,70552,Contract And Temporary Personnel Services,CHECK
ROBERT HALF INTERNATIONAL,660227,05/04/2015,718.40,42894892,K.DAVIS -W/E 04/24/15,20.44,"Administrative Secretary - Provides secretarial support for one or more professional, administrative and/or managerial employees.  Types letters, memoranda and forms from rough notes or handwritten drafts.  Maintains logs/records, calendars",807,Gas Operating Fund,94002,Natural Gas Distribution and Construction,70552,Contract And Temporary Personnel Services,CHECK
ROBERT HALF INTERNATIONAL,660227,05/04/2015,718.40,42894892,K.DAVIS -W/E 04/24/15,20.44,"Administrative Secretary - Provides secretarial support for one or more professional, administrative and/or managerial employees.  Types letters, memoranda and forms from rough notes or handwritten drafts.  Maintains logs/records, calendars",807,Gas Operating Fund,94002,Natural Gas Distribution and Construction,70552,Contract And Temporary Personnel Services,CHECK
ROBERT HALF INTERNATIONAL,660227,05/04/2015,718.40,42894892,K.DAVIS -W/E 04/24/15,20.44,"Administrative Secretary - Provides secretarial support for one or more professional, administrative and/or managerial employees.  Types letters, memoranda and forms from rough notes or handwritten drafts.  Maintains logs/records, calendars",807,Gas Operating Fund,94002,Natural Gas Distribution and Construction,70552,Contract And Temporary Personnel Services,CHECK
ROBERT HALF INTERNATIONAL,660227,05/04/2015,718.40,42894892,K.DAVIS -W/E 04/24/15,20.44,"Administrative Secretary - Provides secretarial support for one or more professional, administrative and/or managerial employees.  Types letters, memoranda and forms from rough notes or handwritten drafts.  Maintains logs/records, calendars",807,Gas Operating Fund,94002,Natural Gas Distribution and Construction,70552,Contract And Temporary Personnel Services,CHECK
ROBERT HALF INTERNATIONAL,660227,05/04/2015,718.40,42894892,K.DAVIS -W/E 04/24/15,20.44,"Administrative Secretary - Provides secretarial support for one or more professional, administrative and/or managerial employees.  Types letters, memoranda and forms from rough notes or handwritten drafts.  Maintains logs/records, calendars",807,Gas Operating Fund,94002,Natural Gas Distribution and Construction,70552,Contract And Temporary Personnel Services,CHECK
ROBERT HALF INTERNATIONAL,660227,05/04/2015,718.40,42894892,K.DAVIS -W/E 04/24/15,20.44,"Administrative Secretary - Provides secretarial support for one or more professional, administrative and/or managerial employees.  Types letters, memoranda and forms from rough notes or handwritten drafts.  Maintains logs/records, calendars",807,Gas Operating Fund,94002,Natural Gas Distribution and Construction,70552,Contract And Temporary Personnel Services,CHECK
ROBERT HALF INTERNATIONAL,660227,05/04/2015,718.40,42894892,K.DAVIS -W/E 04/24/15,20.44,"Administrative Secretary - Provides secretarial support for one or more professional, administrative and/or managerial employees.  Types letters, memoranda and forms from rough notes or handwritten drafts.  Maintains logs/records, calendars",807,Gas Operating Fund,94002,Natural Gas Distribution and Construction,70552,Contract And Temporary Personnel Services,CHECK
ROBERT HALF INTERNATIONAL,660227,05/04/2015,718.40,42894892,K.DAVIS -W/E 04/24/15,20.44,"Administrative Secretary - Provides secretarial support for one or more professional, administrative and/or managerial employees.  Types letters, memoranda and forms from rough notes or handwritten drafts.  Maintains logs/records, calendars",807,Gas Operating Fund,94002,Natural Gas Distribution and Construction,70552,Contract And Temporary Personnel Services,CHECK
ROBERT HALF INTERNATIONAL,660227,05/04/2015,718.40,42894892,K.DAVIS -W/E 04/24/15,20.44,"Administrative Secretary - Provides secretarial support for one or more professional, administrative and/or managerial employees.  Types letters, memoranda and forms from rough notes or handwritten drafts.  Maintains logs/records, calendars",807,Gas Operating Fund,94002,Natural Gas Distribution and Construction,70552,Contract And Temporary Personnel Services,CHECK
ROBERT HALF INTERNATIONAL,660227,05/04/2015,718.40,42894892,K.DAVIS -W/E 04/24/15,20.44,"Administrative Secretary - Provides secretarial support for one or more professional, administrative and/or managerial employees.  Types letters, memoranda and forms from rough notes or handwritten drafts.  Maintains logs/records, calendars",807,Gas Operating Fund,94002,Natural Gas Distribution and Construction,70552,Contract And Temporary Personnel Services,CHECK
ROBERT HALF INTERNATIONAL,660227,05/04/2015,718.40,42894892,K.DAVIS -W/E 04/24/15,20.44,"Administrative Secretary - Provides secretarial support for one or more professional, administrative and/or managerial employees.  Types letters, memoranda and forms from rough notes or handwritten drafts.  Maintains logs/records, calendars",807,Gas Operating Fund,94002,Natural Gas Distribution and Construction,70552,Contract And Temporary Personnel Services,CHECK
ROBERT HALF INTERNATIONAL,660227,05/04/2015,718.40,42894892,K.DAVIS -W/E 04/24/15,20.44,"Administrative Secretary - Provides secretarial support for one or more professional, administrative and/or managerial employees.  Types letters, memoranda and forms from rough notes or handwritten drafts.  Maintains logs/records, calendars",807,Gas Operating Fund,94002,Natural Gas Distribution and Construction,70552,Contract And Temporary Personnel Services,CHECK
ROBERT HALF INTERNATIONAL,660227,05/04/2015,718.40,42894892,K.DAVIS -W/E 04/24/15,20.44,"Administrative Secretary - Provides secretarial support for one or more professional, administrative and/or managerial employees.  Types letters, memoranda and forms from rough notes or handwritten drafts.  Maintains logs/records, calendars",807,Gas Operating Fund,94002,Natural Gas Distribution and Construction,70552,Contract And Temporary Personnel Services,CHECK
ROBERT HALF INTERNATIONAL,660227,05/04/2015,718.40,42894892,K.DAVIS -W/E 04/24/15,20.44,"Administrative Secretary - Provides secretarial support for one or more professional, administrative and/or managerial employees.  Types letters, memoranda and forms from rough notes or handwritten drafts.  Maintains logs/records, calendars",807,Gas Operating Fund,94002,Natural Gas Distribution and Construction,70552,Contract And Temporary Personnel Services,CHECK
ROBERT HALF INTERNATIONAL,660227,05/04/2015,718.40,42894892,K.DAVIS -W/E 04/24/15,20.44,"Administrative Secretary - Provides secretarial support for one or more professional, administrative and/or managerial employees.  Types letters, memoranda and forms from rough notes or handwritten drafts.  Maintains logs/records, calendars",807,Gas Operating Fund,94002,Natural Gas Distribution and Construction,70552,Contract And Temporary Personnel Services,CHECK
ROBERT HALF INTERNATIONAL,660227,05/04/2015,718.40,42894892,K.DAVIS -W/E 04/24/15,20.44,"Administrative Secretary - Provides secretarial support for one or more professional, administrative and/or managerial employees.  Types letters, memoranda and forms from rough notes or handwritten drafts.  Maintains logs/records, calendars",807,Gas Operating Fund,94002,Natural Gas Distribution and Construction,70552,Contract And Temporary Personnel Services,CHECK
ROBERT HALF INTERNATIONAL,660227,05/04/2015,718.40,42894892,K.DAVIS -W/E 04/24/15,20.44,"Administrative Secretary - Provides secretarial support for one or more professional, administrative and/or managerial employees.  Types letters, memoranda and forms from rough notes or handwritten drafts.  Maintains logs/records, calendars",807,Gas Operating Fund,94002,Natural Gas Distribution and Construction,70552,Contract And Temporary Personnel Services,CHECK
ROBERT HALF INTERNATIONAL,660227,05/04/2015,718.40,42894892,K.DAVIS -W/E 04/24/15,20.44,"Administrative Secretary - Provides secretarial support for one or more professional, administrative and/or managerial employees.  Types letters, memoranda and forms from rough notes or handwritten drafts.  Maintains logs/records, calendars",807,Gas Operating Fund,94002,Natural Gas Distribution and Construction,70552,Contract And Temporary Personnel Services,CHECK
ROBERT HALF INTERNATIONAL,660227,05/04/2015,718.40,42894892,K.DAVIS -W/E 04/24/15,20.44,"Administrative Secretary - Provides secretarial support for one or more professional, administrative and/or managerial employees.  Types letters, memoranda and forms from rough notes or handwritten drafts.  Maintains logs/records, calendars",807,Gas Operating Fund,94002,Natural Gas Distribution and Construction,70552,Contract And Temporary Personnel Services,CHECK
ROBERT HALF INTERNATIONAL,660227,05/04/2015,718.40,42894892,K.DAVIS -W/E 04/24/15,20.44,"Administrative Secretary - Provides secretarial support for one or more professional, administrative and/or managerial employees.  Types letters, memoranda and forms from rough notes or handwritten drafts.  Maintains logs/records, calendars",807,Gas Operating Fund,94002,Natural Gas Distribution and Construction,70552,Contract And Temporary Personnel Services,CHECK
ROBERT HALF INTERNATIONAL,660227,05/04/2015,718.40,42894892,K.DAVIS -W/E 04/24/15,20.44,"Administrative Secretary - Provides secretarial support for one or more professional, administrative and/or managerial employees.  Types letters, memoranda and forms from rough notes or handwritten drafts.  Maintains logs/records, calendars",807,Gas Operating Fund,94002,Natural Gas Distribution and Construction,70552,Contract And Temporary Personnel Services,CHECK
ROBERT HALF INTERNATIONAL,660227,05/04/2015,718.40,42894892,K.DAVIS -W/E 04/24/15,20.44,"Administrative Secretary - Provides secretarial support for one or more professional, administrative and/or managerial employees.  Types letters, memoranda and forms from rough notes or handwritten drafts.  Maintains logs/records, calendars",807,Gas Operating Fund,94002,Natural Gas Distribution and Construction,70552,Contract And Temporary Personnel Services,CHECK
ROBERT HALF INTERNATIONAL,660227,05/04/2015,718.40,42894892,K.DAVIS -W/E 04/24/15,20.44,"Administrative Secretary - Provides secretarial support for one or more professional, administrative and/or managerial employees.  Types letters, memoranda and forms from rough notes or handwritten drafts.  Maintains logs/records, calendars",807,Gas Operating Fund,94002,Natural Gas Distribution and Construction,70552,Contract And Temporary Personnel Services,CHECK
ROBERT HALF INTERNATIONAL,660227,05/04/2015,718.40,42894892,K.DAVIS -W/E 04/24/15,20.44,"Administrative Secretary - Provides secretarial support for one or more professional, administrative and/or managerial employees.  Types letters, memoranda and forms from rough notes or handwritten drafts.  Maintains logs/records, calendars",807,Gas Operating Fund,94002,Natural Gas Distribution and Construction,70552,Contract And Temporary Personnel Services,CHECK
ROBERT HALF INTERNATIONAL,660227,05/04/2015,718.40,42894892,K.DAVIS -W/E 04/24/15,20.44,"Administrative Secretary - Provides secretarial support for one or more professional, administrative and/or managerial employees.  Types letters, memoranda and forms from rough notes or handwritten drafts.  Maintains logs/records, calendars",807,Gas Operating Fund,94002,Natural Gas Distribution and Construction,70552,Contract And Temporary Personnel Services,CHECK
ROBERT HALF INTERNATIONAL,660227,05/04/2015,718.40,42894892,K.DAVIS -W/E 04/24/15,20.44,"Administrative Secretary - Provides secretarial support for one or more professional, administrative and/or managerial employees.  Types letters, memoranda and forms from rough notes or handwritten drafts.  Maintains logs/records, calendars",807,Gas Operating Fund,94002,Natural Gas Distribution and Construction,70552,Contract And Temporary Personnel Services,CHECK
R AND R OFFICE SUPPLY,663289,05/12/2015,6120.42,0460342-001,ACCT CRPA01-0,28.68,"Store 'n' Go USB Drive makes transporting and sharing files simple and convenient. Store everything from presentations to photos, video clips and music, all readily accessible on any computer. Protect your sensitive files with the built-in",100,General Fund,3607,Econ Dev-Workforce Devel,70161,Management Services,CHECK
PATTERSON VETERINARY SUPPLY,660211,05/04/2015,1660.74,871/3172146,CUSTOMER 100121749,1361.16,PATTERSON INVOICE 871/3172146,100,General Fund,8801,Animal Control,71171,Medical And Laboratory Supp,CHECK
3 BEES VCU LLC,660453,05/05/2015,148.09,JJ41315,Jurors' Lunch 4-13-15,148.09,Jurors' Lunch 4-13-15,100,General Fund,1302,Judiciary-Circuit Ct.I(Jm,70558,Jury Fees,CHECK
Miscellaneous Vendor,666187,05/29/2015,48.95,1437996214-2582355,PP 2014 220833,48.95,PP 2014 220833,100,General Fund,2510,Finance-City Wide Reven,41203,Pp Tax Delinquent,CHECK
WHITMAN REQUARDT AND ASSOC,663306,05/12/2015,31179.17,46491,WPT SEDIMENTATION BASIN IMPROVEMENTS,31179.17,"Sedimentation Basin Residuals Removal Project per WRA Task Orders dated April 30, 2014.  Project # 100276 and Contract #09141-1.",802,Water Construction Fund,96001,Technical Services,76401,Construction,CHECK
R AND R OFFICE SUPPLY,662326,05/11/2015,7051.72,0460019-001,ACCT CRPA01-0,0.18,Use plastic clear tabs with Sparco or most other hanging file folders. Tabs are designed to easily slide into premade slots on the inside of hanging file folders. Tabs come with blank inserts for easy customization.,810,Storm Water Operating Fund,99001,DPU Administration,71012,Office Supplies And Stationary,CHECK
CFS GROUP LLC,663749,05/14/2015,3890.12,121371,ACCT 001626,361.32,Refuse collections services for all Facilities locations,100,General Fund,2902,DPW-Gen Svcs-Facili,72175,Refuse & Recycling Expenses,CHECK
RICHMOND TIMES DISPATCH,662111,05/07/2015,57.00,42015-0530,Newspaper,57.00,Newspaper,807,Gas Operating Fund,97001,Energy Services,72122,Magazine/Newspaper Subscript,CHECK
ALLIED BARTON SECURITY SERVICE,666066,05/28/2015,39273.41,6089373,SECURITY OFFICER AND ARMED SECURITY OFFICER,954.74,Security Officer,807,Gas Operating Fund,90002,Operations Support,70551,Security/Monitoring Services,CHECK
Miscellaneous Vendor,664423,05/20/2015,103.67,672453-001621,DPUCIS: NEAL HARTMAN  19-MAY-15,103.67,DPUCIS: NEAL HARTMAN  19-MAY-15,812,Undistributed Fund,99001,DPU Administration,10301,Accounts Receivable,CHECK
Miscellaneous Vendor,662705,05/12/2015,15.54,1430659114-2549610,PP 2014 22159,15.54,PP 2014 22159,100,General Fund,2510,Finance-City Wide Reven,41203,Pp Tax Delinquent,CHECK
R AND R OFFICE SUPPLY,666401,05/29/2015,154.97,0463011-001REENTER,Acct # CRPA01-0,17.02,Two-tier letter tray offers vertical storage and easy access to important letter-size documents and folders. Made of acrylic. Front-loading letter trays can be used separately or stacked. Nonskid feet protect your desktop.,808,Water Operating Fund,99001,DPU Administration,71012,Office Supplies And Stationary,CHECK
EUGENE R SHELTON JR,662189,05/08/2015,4000.00,E.S.2015,Eugene Shelton Salary Supplement,4000.00,Eugene Shelton Salary Supplement,100,General Fund,1308,Judiciary-Special Magistr,70151,Information & Research Services,CHECK
TIDEWATER FLEET SUPPLY LLC,666318,05/29/2015,120486.48,32615,RICHMOND GARAGE,4051.66,Commerce Rd March Billing,901,Fleet Management,2925,DPW-Fleet Managemen,77101,Auto Parts & Other Automotive Supplies,CHECK
